OBJECTID,Station_Name,Depth,Parameter,Concentration,Unit,Monitoring_Location,Date_of_Sample
8760,WW454,,Secchi Depth - 00069,0.75,,,2018/08/02 00:00:00+00
8761,WW454,0.1,Temperature - 00011,27,C,,2018/08/02 00:00:00+00
8762,WW454,1,Temperature - 00011,27.4,C,,2018/08/02 00:00:00+00
8763,WW454,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",23.9,ug/l,,2018/08/10 00:00:00+00
8764,WW454,,"Depth to bottom from water surface at sampling location, meters - 82903",1.7,,,2018/08/10 00:00:00+00
8765,WW454,,Secchi Depth - 00069,1.04,,,2018/08/10 00:00:00+00
8766,WW454,0.1,Temperature - 00011,29.1,C,,2018/08/10 00:00:00+00
8767,WW454,1,Temperature - 00011,28.8,C,,2018/08/10 00:00:00+00
8768,WW454,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",15,ug/l,,2018/08/16 00:00:00+00
8769,WW454,,"Depth to bottom from water surface at sampling location, meters - 82903",1.7,,,2018/08/16 00:00:00+00
8770,WW454,,Secchi Depth - 00069,1.68,,,2018/08/16 00:00:00+00
8771,WW454,0.1,Temperature - 00011,28.2,C,,2018/08/16 00:00:00+00
8772,WW454,1,Temperature - 00011,26.6,C,,2018/08/16 00:00:00+00
8773,WW454,,"Depth to bottom from water surface at sampling location, meters - 82903",1.7,,,2018/08/23 00:00:00+00
8774,WW454,,Secchi Depth - 00069,1.39,,,2018/08/23 00:00:00+00
8775,WW454,0.1,Temperature - 00011,23.6,C,,2018/08/23 00:00:00+00
8776,WW454,1,Temperature - 00011,23.5,C,,2018/08/23 00:00:00+00
8777,WW454,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",32.5,ug/l,,2018/08/31 00:00:00+00
8778,WW454,,"Depth to bottom from water surface at sampling location, meters - 82903",1.7,,,2018/08/31 00:00:00+00
8779,WW454,,Secchi Depth - 00069,0.98,,,2018/08/31 00:00:00+00
8780,WW454,0.1,Temperature - 00011,26.4,C,,2018/08/31 00:00:00+00
8781,WW454,1,Temperature - 00011,26.4,C,,2018/08/31 00:00:00+00
8782,WW454,,"Depth to bottom from water surface at sampling location, meters - 82903",1.75,,,2018/09/05 00:00:00+00
8783,WW454,,Secchi Depth - 00069,1.05,,,2018/09/05 00:00:00+00
8784,WW454,0.1,Temperature - 00011,27.4,C,,2018/09/05 00:00:00+00
8785,WW454,1,Temperature - 00011,27.6,C,,2018/09/05 00:00:00+00
8786,WW454,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",6.2,ug/l,,2018/09/14 00:00:00+00
8787,WW454,,"Depth to bottom from water surface at sampling location, meters - 82903",1.8,,,2018/09/14 00:00:00+00
8788,WW454,,Secchi Depth - 00069,1.65,,,2018/09/14 00:00:00+00
8789,WW454,0.1,Temperature - 00011,20.5,C,,2018/09/14 00:00:00+00
8790,WW454,1,Temperature - 00011,20.4,C,,2018/09/14 00:00:00+00
8791,WW454,,"Depth to bottom from water surface at sampling location, meters - 82903",,,,2018/09/22 00:00:00+00
8792,WW454,,Secchi Depth - 00069,,,,2018/09/22 00:00:00+00
8793,WW454,0.1,Temperature - 00011,,C,,2018/09/22 00:00:00+00
8794,WW454,,Temperature - 00011,,C,,2018/09/22 00:00:00+00
8795,WW454,1,Alkalinity - 00410,28.03,mg/l,,2018/10/19 00:00:00+00
8796,WW454,1,Chloride - 00940,129,mg/l,,2018/10/19 00:00:00+00
8797,WW454,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.7,ug/l,,2018/10/19 00:00:00+00
8798,WW454,,"Depth to bottom from water surface at sampling location, meters - 82903",1.8,,,2018/10/19 00:00:00+00
8799,WW454,0.5,Enterococci - 31639,0.1,MPN/100ml,,2018/10/19 00:00:00+00
8800,WW454,1,"Nitrate + Nitrite, Dissolved - 00631",0.275,mg/l,,2018/10/19 00:00:00+00
8801,WW454,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.05,ug/l,,2018/10/19 00:00:00+00
8802,WW454,1,"Nitrogen, Total (unfiltered) - 00600",0.65,ug/l,,2018/10/19 00:00:00+00
8803,WW454,1,pH - 00400,6.86,S.U.,,2018/10/19 00:00:00+00
8804,WW454,1,"Phosphorus, Dissolved - 00666",31,ug/l,,2018/10/19 00:00:00+00
8805,WW454,1,"Phosphorus, Total - 00665",64,ug/l,,2018/10/19 00:00:00+00
8806,WW454,,Secchi Depth - 00069,1.4,,,2018/10/19 00:00:00+00
8807,WW454,0.1,Temperature - 00011,10,C,,2018/10/19 00:00:00+00
8808,WW454,1,Temperature - 00011,10,C,,2018/10/19 00:00:00+00
8809,WW647,,"Depth to bottom from water surface at sampling location, meters - 82903",1,,,2018/06/02 00:00:00+00
8810,WW647,0.5,Dissolved Oxygen - 00300,5.8,mg/l,,2018/06/02 00:00:00+00
8811,WW647,0.5,Temperature - 00011,21.5,C,,2018/06/02 00:00:00+00
8812,WW647,0.5,Chloride - 00940,168,mg/l,,2018/06/09 00:00:00+00
8813,WW647,0.5,Dissolved Oxygen - 00300,6.8,mg/l,,2018/06/09 00:00:00+00
8814,WW647,0.5,Enterococci - 31639,118.2,MPN/100ml,,2018/06/09 00:00:00+00
8815,WW647,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.685,mg/l,,2018/06/09 00:00:00+00
8816,WW647,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.06,ug/l,,2018/06/09 00:00:00+00
8817,WW647,0.5,"Nitrogen, Total (unfiltered) - 00600",1.21,ug/l,,2018/06/09 00:00:00+00
8818,WW647,0.5,pH - 00400,6.95,S.U.,,2018/06/09 00:00:00+00
8819,WW647,0.5,"Phosphorus, Dissolved - 00666",41,ug/l,,2018/06/09 00:00:00+00
8820,WW647,0.5,"Phosphorus, Total - 00665",75,ug/l,,2018/06/09 00:00:00+00
8821,WW647,0.5,Temperature - 00011,20.3,C,,2018/06/09 00:00:00+00
8822,WW647,0.5,Dissolved Oxygen - 00300,7,mg/l,,2018/06/30 00:00:00+00
8823,WW647,0.5,Temperature - 00011,23.4,C,,2018/06/30 00:00:00+00
8824,WW647,0.5,Dissolved Oxygen - 00300,5.9,mg/l,,2018/07/07 00:00:00+00
8825,WW647,0.5,Temperature - 00011,24.5,C,,2018/07/07 00:00:00+00
8826,WW647,0.5,Dissolved Oxygen - 00300,5.8,mg/l,,2018/07/14 00:00:00+00
8827,WW647,0.5,Enterococci - 31639,313,MPN/100ml,,2018/07/14 00:00:00+00
8828,WW647,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.175,mg/l,,2018/07/14 00:00:00+00
8829,WW647,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.11,ug/l,,2018/07/14 00:00:00+00
8830,WW647,0.5,"Nitrogen, Total (unfiltered) - 00600",0.875,ug/l,,2018/07/14 00:00:00+00
8831,WW647,0.5,pH - 00400,7.07,S.U.,,2018/07/14 00:00:00+00
8832,WW647,0.5,"Phosphorus, Dissolved - 00666",27,ug/l,,2018/07/14 00:00:00+00
8833,WW647,0.5,"Phosphorus, Total - 00665",75,ug/l,,2018/07/14 00:00:00+00
8834,WW647,0.5,Temperature - 00011,23.4,C,,2018/07/14 00:00:00+00
8835,WW647,0.5,Dissolved Oxygen - 00300,5.5,mg/l,,2018/07/28 00:00:00+00
8836,WW647,0.5,Temperature - 00011,25.9,C,,2018/07/28 00:00:00+00
8837,WW647,0.5,Chloride - 00940,142,mg/l,,2018/08/18 00:00:00+00
8838,WW647,0.5,Dissolved Oxygen - 00300,0,mg/l,,2018/08/18 00:00:00+00
8839,WW647,0.5,Enterococci - 31639,291,MPN/100ml,,2018/08/18 00:00:00+00
8840,WW647,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.13,mg/l,,2018/08/18 00:00:00+00
8841,WW647,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.095,ug/l,,2018/08/18 00:00:00+00
8842,WW647,0.5,"Nitrogen, Total (unfiltered) - 00600",0.4875,ug/l,,2018/08/18 00:00:00+00
8843,WW647,0.5,pH - 00400,7.12,S.U.,,2018/08/18 00:00:00+00
8844,WW647,0.5,"Phosphorus, Dissolved - 00666",27,ug/l,,2018/08/18 00:00:00+00
8845,WW647,0.5,"Phosphorus, Total - 00665",42,ug/l,,2018/08/18 00:00:00+00
8846,WW647,0.5,Temperature - 00011,25.4,C,,2018/08/18 00:00:00+00
8847,WW647,,"Depth to bottom from water surface at sampling location, meters - 82903",,,,2018/09/15 00:00:00+00
8848,WW647,0.5,Dissolved Oxygen - 00300,6.8,mg/l,,2018/09/15 00:00:00+00
8849,WW647,0.5,Enterococci - 31639,54,MPN/100ml,,2018/09/15 00:00:00+00
8850,WW647,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.465,mg/l,,2018/09/15 00:00:00+00
8851,WW647,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.095,ug/l,,2018/09/15 00:00:00+00
8852,WW647,0.5,"Nitrogen, Total (unfiltered) - 00600",0.95,ug/l,,2018/09/15 00:00:00+00
8853,WW647,0.5,pH - 00400,7.14,S.U.,,2018/09/15 00:00:00+00
8854,WW647,0.5,"Phosphorus, Dissolved - 00666",26,ug/l,,2018/09/15 00:00:00+00
8855,WW647,0.5,"Phosphorus, Total - 00665",50,ug/l,,2018/09/15 00:00:00+00
8856,WW647,0.5,Temperature - 00011,20.8,C,,2018/09/15 00:00:00+00
8857,WW647,0.5,Dissolved Oxygen - 00300,7.4,mg/l,,2018/09/29 00:00:00+00
8858,WW647,0.5,Temperature - 00011,19.1,C,,2018/09/29 00:00:00+00
8859,WW647,,"Depth to bottom from water surface at sampling location, meters - 82903",,,,2018/10/13 00:00:00+00
8860,WW647,0.5,Dissolved Oxygen - 00300,7.7,mg/l,,2018/10/13 00:00:00+00
8861,WW647,0.5,Temperature - 00011,16.7,C,,2018/10/13 00:00:00+00
8862,WW647,0.5,Chloride - 00940,97,mg/l,,2018/11/01 00:00:00+00
8863,WW647,0.5,Dissolved Oxygen - 00300,9.9,mg/l,,2018/11/01 00:00:00+00
8864,WW647,0.5,Enterococci - 31639,15,MPN/100ml,,2018/11/01 00:00:00+00
8865,WW647,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.725,mg/l,,2018/11/01 00:00:00+00
8866,WW647,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.06,ug/l,,2018/11/01 00:00:00+00
8867,WW647,0.5,"Nitrogen, Total (unfiltered) - 00600",1.285,ug/l,,2018/11/01 00:00:00+00
8868,WW647,0.5,pH - 00400,7.19,S.U.,,2018/11/01 00:00:00+00
8869,WW647,0.5,"Phosphorus, Dissolved - 00666",28,ug/l,,2018/11/01 00:00:00+00
8870,WW647,0.5,"Phosphorus, Total - 00665",49,ug/l,,2018/11/01 00:00:00+00
8871,WW647,0.1,Temperature - 00011,9.7,C,,2018/11/01 00:00:00+00
8872,WW647,0.5,Temperature - 00011,9.6,C,,2018/11/01 00:00:00+00
8873,WW649,0.5,Dissolved Oxygen - 00300,11,mg/l,,2018/04/23 00:00:00+00
8874,WW649,0.5,Temperature - 00011,11.8,C,,2018/04/23 00:00:00+00
8875,WW649,0.5,Chloride - 00940,98,mg/l,,2018/05/03 00:00:00+00
8876,WW649,0.5,Dissolved Oxygen - 00300,9.1,mg/l,,2018/05/03 00:00:00+00
8877,WW649,0.5,Enterococci - 31639,4.1,MPN/100ml,,2018/05/03 00:00:00+00
8878,WW649,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.705,mg/l,,2018/05/03 00:00:00+00
8879,WW649,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.02,ug/l,,2018/05/03 00:00:00+00
8880,WW649,0.5,"Nitrogen, Total (unfiltered) - 00600",1.26,ug/l,,2018/05/03 00:00:00+00
8881,WW649,0.5,pH - 00400,7.22,S.U.,,2018/05/03 00:00:00+00
8882,WW649,0.5,"Phosphorus, Dissolved - 00666",10,ug/l,,2018/05/03 00:00:00+00
8883,WW649,0.5,"Phosphorus, Total - 00665",43,ug/l,,2018/05/03 00:00:00+00
8884,WW649,0.5,Temperature - 00011,17,C,,2018/05/03 00:00:00+00
8885,WW649,0.5,Dissolved Oxygen - 00300,8.2,mg/l,,2018/05/17 00:00:00+00
8886,WW649,0.1,Temperature - 00011,19.3,C,,2018/05/17 00:00:00+00
8887,WW649,0.5,Dissolved Oxygen - 00300,7.6,mg/l,,2018/05/31 00:00:00+00
8888,WW649,0.5,Temperature - 00011,21.1,C,,2018/05/31 00:00:00+00
8889,WW649,0.5,Chloride - 00940,146,mg/l,,2018/06/08 00:00:00+00
8890,WW649,0.5,Dissolved Oxygen - 00300,8.3,mg/l,,2018/06/08 00:00:00+00
8891,WW649,0.5,Enterococci - 31639,12.6,MPN/100ml,,2018/06/08 00:00:00+00
8892,WW649,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.695,mg/l,,2018/06/08 00:00:00+00
8893,WW649,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.09,ug/l,,2018/06/08 00:00:00+00
8894,WW649,0.5,"Nitrogen, Total (unfiltered) - 00600",1.19,ug/l,,2018/06/08 00:00:00+00
8895,WW649,0.5,pH - 00400,7.2,S.U.,,2018/06/08 00:00:00+00
8896,WW649,0.5,"Phosphorus, Dissolved - 00666",32,ug/l,,2018/06/08 00:00:00+00
8897,WW649,0.5,"Phosphorus, Total - 00665",55,ug/l,,2018/06/08 00:00:00+00
8898,WW649,0.1,Temperature - 00011,19.3,C,,2018/06/08 00:00:00+00
8899,WW649,0.5,Dissolved Oxygen - 00300,6.4,mg/l,,2018/06/21 00:00:00+00
8900,WW649,0.1,Temperature - 00011,26.3,C,,2018/06/21 00:00:00+00
8901,WW649,0.5,Dissolved Oxygen - 00300,6,mg/l,,2018/07/05 00:00:00+00
8902,WW649,0.1,Temperature - 00011,28.1,C,,2018/07/05 00:00:00+00
8903,WW649,0.5,Dissolved Oxygen - 00300,7.1,mg/l,,2018/07/12 00:00:00+00
8904,WW649,0.5,Enterococci - 31639,257.7,MPN/100ml,,2018/07/12 00:00:00+00
8905,WW649,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.055,mg/l,,2018/07/12 00:00:00+00
8906,WW649,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.09,ug/l,,2018/07/12 00:00:00+00
8907,WW649,0.5,"Nitrogen, Total (unfiltered) - 00600",0.93,ug/l,,2018/07/12 00:00:00+00
8908,WW649,0.5,pH - 00400,7.27,S.U.,,2018/07/12 00:00:00+00
8909,WW649,0.5,"Phosphorus, Dissolved - 00666",12,ug/l,,2018/07/12 00:00:00+00
8910,WW649,0.5,"Phosphorus, Total - 00665",72,ug/l,,2018/07/12 00:00:00+00
8911,WW649,0.1,Temperature - 00011,25.2,C,,2018/07/12 00:00:00+00
8912,WW649,,"Depth to bottom from water surface at sampling location, meters - 82903",,,,2018/07/27 00:00:00+00
8913,WW649,0.5,Dissolved Oxygen - 00300,6,mg/l,,2018/07/27 00:00:00+00
8914,WW649,0.5,Temperature - 00011,26.3,C,,2018/07/27 00:00:00+00
8915,WW649,,"Depth to bottom from water surface at sampling location, meters - 82903",,,,2018/08/10 00:00:00+00
8916,WW649,0.5,Dissolved Oxygen - 00300,6.4,mg/l,,2018/08/10 00:00:00+00
8917,WW649,0.1,Temperature - 00011,28.5,C,,2018/08/10 00:00:00+00
8918,WW649,0.5,Temperature - 00011,,C,,2018/08/10 00:00:00+00
8919,WW649,0.5,Chloride - 00940,150,mg/l,,2018/08/17 00:00:00+00
8920,WW649,,"Depth to bottom from water surface at sampling location, meters - 82903",,,,2018/08/17 00:00:00+00
8921,WW649,0.5,Dissolved Oxygen - 00300,7,mg/l,,2018/08/17 00:00:00+00
8922,WW649,0.5,Enterococci - 31639,40.6,MPN/100ml,,2018/08/17 00:00:00+00
8923,WW649,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.04,mg/l,,2018/08/17 00:00:00+00
8924,WW649,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.075,ug/l,,2018/08/17 00:00:00+00
8925,WW649,0.5,"Nitrogen, Total (unfiltered) - 00600",0.57,ug/l,,2018/08/17 00:00:00+00
8926,WW649,0.5,pH - 00400,7.55,S.U.,,2018/08/17 00:00:00+00
8927,WW649,0.5,"Phosphorus, Dissolved - 00666",12,ug/l,,2018/08/17 00:00:00+00
8928,WW649,0.5,"Phosphorus, Total - 00665",60,ug/l,,2018/08/17 00:00:00+00
8929,WW649,0.1,Temperature - 00011,26.9,C,,2018/08/17 00:00:00+00
8930,WW649,0.5,Temperature - 00011,,C,,2018/08/17 00:00:00+00
8931,WW649,0.5,Dissolved Oxygen - 00300,5.8,mg/l,,2018/08/31 00:00:00+00
8932,WW649,0.1,Temperature - 00011,27,C,,2018/08/31 00:00:00+00
8933,WW649,0.5,Dissolved Oxygen - 00300,8,mg/l,,2018/09/13 00:00:00+00
8934,WW649,0.5,Enterococci - 31639,220.4,MPN/100ml,,2018/09/13 00:00:00+00
8935,WW649,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.365,mg/l,,2018/09/13 00:00:00+00
8936,WW649,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.095,ug/l,,2018/09/13 00:00:00+00
8937,WW649,0.5,"Nitrogen, Total (unfiltered) - 00600",0.84,ug/l,,2018/09/13 00:00:00+00
8938,WW649,0.5,pH - 00400,7.12,S.U.,,2018/09/13 00:00:00+00
8939,WW649,0.5,"Phosphorus, Dissolved - 00666",16,ug/l,,2018/09/13 00:00:00+00
8940,WW649,0.5,"Phosphorus, Total - 00665",57,ug/l,,2018/09/13 00:00:00+00
8941,WW649,0.1,Temperature - 00011,20.9,C,,2018/09/13 00:00:00+00
8942,WW649,0.5,Dissolved Oxygen - 00300,6.2,mg/l,,2018/09/27 00:00:00+00
8943,WW649,0.5,Temperature - 00011,19.7,C,,2018/09/27 00:00:00+00
8944,WW649,0.5,Chloride - 00940,85,mg/l,,2018/10/18 00:00:00+00
8945,WW649,0.5,Dissolved Oxygen - 00300,8.6,mg/l,,2018/10/18 00:00:00+00
8946,WW649,0.5,Enterococci - 31639,10.4,MPN/100ml,,2018/10/18 00:00:00+00
8947,WW649,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.655,mg/l,,2018/10/18 00:00:00+00
8948,WW649,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.12,ug/l,,2018/10/18 00:00:00+00
8949,WW649,0.5,"Nitrogen, Total (unfiltered) - 00600",1.29,ug/l,,2018/10/18 00:00:00+00
8950,WW649,0.5,pH - 00400,7.17,S.U.,,2018/10/18 00:00:00+00
8951,WW649,0.5,"Phosphorus, Dissolved - 00666",35,ug/l,,2018/10/18 00:00:00+00
8952,WW649,0.5,"Phosphorus, Total - 00665",68,ug/l,,2018/10/18 00:00:00+00
8953,WW649,0.1,Temperature - 00011,12.7,C,,2018/10/18 00:00:00+00
8954,WW135,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.5,ug/l,,2018/04/20 00:00:00+00
8955,WW135,,"Depth to bottom from water surface at sampling location, meters - 82903",3.3,,,2018/04/20 00:00:00+00
8956,WW135,,Secchi Depth - 00069,2.8,,,2018/04/20 00:00:00+00
8957,WW135,1,Temperature - 00011,10.1,C,,2018/04/20 00:00:00+00
8958,WW135,,"Depth to bottom from water surface at sampling location, meters - 82903",3.3,,,2018/04/28 00:00:00+00
8959,WW135,,Secchi Depth - 00069,2.58,,,2018/04/28 00:00:00+00
8960,WW135,1,Temperature - 00011,14.7,C,,2018/04/28 00:00:00+00
8961,WW135,1,Alkalinity - 00410,3.66,mg/l,,2018/05/05 00:00:00+00
8962,WW135,1,Chloride - 00940,29,mg/l,,2018/05/05 00:00:00+00
8963,WW135,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2.4,ug/l,,2018/05/05 00:00:00+00
8964,WW135,,"Depth to bottom from water surface at sampling location, meters - 82903",3.1,,,2018/05/05 00:00:00+00
8965,WW135,0.5,Enterococci - 31639,0.1,MPN/100ml,,2018/05/05 00:00:00+00
8966,WW135,1,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,,2018/05/05 00:00:00+00
8967,WW135,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.02,ug/l,,2018/05/05 00:00:00+00
8968,WW135,1,"Nitrogen, Total (unfiltered) - 00600",0.265,ug/l,,2018/05/05 00:00:00+00
8969,WW135,1,pH - 00400,7.01,S.U.,,2018/05/05 00:00:00+00
8970,WW135,1,"Phosphorus, Dissolved - 00666",4,ug/l,,2018/05/05 00:00:00+00
8971,WW135,1,"Phosphorus, Total - 00665",19,ug/l,,2018/05/05 00:00:00+00
8972,WW135,,Secchi Depth - 00069,2.55,,,2018/05/05 00:00:00+00
8973,WW135,1,Temperature - 00011,19.5,C,,2018/05/05 00:00:00+00
8974,WW135,,"Depth to bottom from water surface at sampling location, meters - 82903",3.1,,,2018/05/11 00:00:00+00
8975,WW135,,Secchi Depth - 00069,2.42,,,2018/05/11 00:00:00+00
8976,WW135,1,Temperature - 00011,18.1,C,,2018/05/11 00:00:00+00
8977,WW135,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.7,ug/l,,2018/05/19 00:00:00+00
8978,WW135,,"Depth to bottom from water surface at sampling location, meters - 82903",3.1,,,2018/05/19 00:00:00+00
8979,WW135,,Secchi Depth - 00069,2.3,,,2018/05/19 00:00:00+00
8980,WW135,1,Temperature - 00011,17.4,C,,2018/05/19 00:00:00+00
8981,WW135,,"Depth to bottom from water surface at sampling location, meters - 82903",3.1,,,2018/05/26 00:00:00+00
8982,WW135,,Secchi Depth - 00069,2.3,,,2018/05/26 00:00:00+00
8983,WW135,1,Temperature - 00011,22.3,C,,2018/05/26 00:00:00+00
8984,WW135,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.8,ug/l,,2018/06/02 00:00:00+00
8985,WW135,,"Depth to bottom from water surface at sampling location, meters - 82903",3.35,,,2018/06/02 00:00:00+00
8986,WW135,,Secchi Depth - 00069,2.17,,,2018/06/02 00:00:00+00
8987,WW135,1,Temperature - 00011,24.3,C,,2018/06/02 00:00:00+00
8988,WW135,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.9,ug/l,,2018/06/09 00:00:00+00
8989,WW135,,"Depth to bottom from water surface at sampling location, meters - 82903",3.1,,,2018/06/09 00:00:00+00
8990,WW135,,Secchi Depth - 00069,2.05,,,2018/06/09 00:00:00+00
8991,WW135,1,Temperature - 00011,22,C,,2018/06/09 00:00:00+00
8992,WW135,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4,ug/l,,2018/06/16 00:00:00+00
8993,WW135,,"Depth to bottom from water surface at sampling location, meters - 82903",3,,,2018/06/16 00:00:00+00
8994,WW135,,Secchi Depth - 00069,2,,,2018/06/16 00:00:00+00
8995,WW135,1,Temperature - 00011,21.4,C,,2018/06/16 00:00:00+00
8996,WW135,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.4,ug/l,,2018/07/08 00:00:00+00
8997,WW135,,"Depth to bottom from water surface at sampling location, meters - 82903",3.15,,,2018/07/08 00:00:00+00
8998,WW135,,Secchi Depth - 00069,2.65,,,2018/07/08 00:00:00+00
8999,WW135,1,Temperature - 00011,28.4,C,,2018/07/08 00:00:00+00
9000,WW135,1,Alkalinity - 00410,3.26,mg/l,,2018/07/14 00:00:00+00
9001,WW135,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.6,ug/l,,2018/07/14 00:00:00+00
9002,WW135,,"Depth to bottom from water surface at sampling location, meters - 82903",3.1,,,2018/07/14 00:00:00+00
9003,WW135,0.5,Enterococci - 31639,1,MPN/100ml,,2018/07/14 00:00:00+00
9004,WW135,1,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,,2018/07/14 00:00:00+00
9005,WW135,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.025,ug/l,,2018/07/14 00:00:00+00
9006,WW135,1,"Nitrogen, Total (unfiltered) - 00600",0.37,ug/l,,2018/07/14 00:00:00+00
9007,WW135,1,pH - 00400,6.74,S.U.,,2018/07/14 00:00:00+00
9008,WW135,1,"Phosphorus, Dissolved - 00666",9,ug/l,,2018/07/14 00:00:00+00
9009,WW135,1,"Phosphorus, Total - 00665",15,ug/l,,2018/07/14 00:00:00+00
9010,WW135,,Secchi Depth - 00069,2.52,,,2018/07/14 00:00:00+00
9011,WW135,1,Temperature - 00011,26.4,C,,2018/07/14 00:00:00+00
9012,WW135,,"Depth to bottom from water surface at sampling location, meters - 82903",3.1,,,2018/07/21 00:00:00+00
9013,WW135,,Secchi Depth - 00069,2.4,,,2018/07/21 00:00:00+00
9014,WW135,1,Temperature - 00011,29.3,C,,2018/07/21 00:00:00+00
9015,WW135,,"Depth to bottom from water surface at sampling location, meters - 82903",3.05,,,2018/07/26 00:00:00+00
9016,WW135,,Secchi Depth - 00069,2.45,,,2018/07/26 00:00:00+00
9017,WW135,1,Temperature - 00011,28.7,C,,2018/07/26 00:00:00+00
9018,WW135,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",5.6,ug/l,,2018/08/04 00:00:00+00
9019,WW135,,"Depth to bottom from water surface at sampling location, meters - 82903",3.1,,,2018/08/04 00:00:00+00
9020,WW135,,Secchi Depth - 00069,2.27,,,2018/08/04 00:00:00+00
9021,WW135,1,Temperature - 00011,28.1,C,,2018/08/04 00:00:00+00
9022,WW135,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.9,ug/l,,2018/08/10 00:00:00+00
9023,WW135,,"Depth to bottom from water surface at sampling location, meters - 82903",3,,,2018/08/10 00:00:00+00
9024,WW135,,Secchi Depth - 00069,2.2,,,2018/08/10 00:00:00+00
9025,WW135,0.1,Temperature - 00011,,C,,2018/08/10 00:00:00+00
9026,WW135,1,Temperature - 00011,30,C,,2018/08/10 00:00:00+00
9027,WW135,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.3,ug/l,,2018/08/17 00:00:00+00
9028,WW135,,"Depth to bottom from water surface at sampling location, meters - 82903",3,,,2018/08/17 00:00:00+00
9029,WW135,,Secchi Depth - 00069,2.15,,,2018/08/17 00:00:00+00
9030,WW135,0.1,Temperature - 00011,,C,,2018/08/17 00:00:00+00
9031,WW135,1,Temperature - 00011,,C,,2018/08/17 00:00:00+00
9032,WW135,,"Depth to bottom from water surface at sampling location, meters - 82903",3.3,,,2018/08/24 00:00:00+00
9033,WW135,,Secchi Depth - 00069,2.48,,,2018/08/24 00:00:00+00
9034,WW135,1,Temperature - 00011,26,C,,2018/08/24 00:00:00+00
9035,WW135,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.7,ug/l,,2018/08/30 00:00:00+00
9036,WW135,,"Depth to bottom from water surface at sampling location, meters - 82903",2.9,,,2018/08/30 00:00:00+00
9037,WW135,,Secchi Depth - 00069,2.27,,,2018/08/30 00:00:00+00
9038,WW135,0.1,Temperature - 00011,,C,,2018/08/30 00:00:00+00
9039,WW135,1,Temperature - 00011,29.3,C,,2018/08/30 00:00:00+00
